head_initial,head_initial_greek,word_form_head,word_form_dependent,word_form_head_greek,word_form_dependent_greek,pos_head,pos_dependent,pos_head_greek,pos_dependent_greek,rel_head,rel_head_greek,givenness_status,number_dependents,number_dependents_greek,mood_verb,mood_verb_greek,clause_type,clause_type_greek
True,,kargél,patmowtʻiwn,,,verb,common noun,,,open predication,,non_spec,3,,infinitive,,open predication non finita,
True,,canicʻes,čšmartowtʻiwn,,,verb,common noun,,,,,new,4,,subjunctive,,,
False,False,arkanel,xównk,ἔλαχε,ἱερατείας,verb,common noun,verb,common noun,subordinata completiva,subordinata completiva,acc_inf,0,1.0,infinitive,indicative,subordinata completiva non finita,subordinata completiva finita
True,True,cncʻi,ordi,γεννήσει,υἱόν,verb,common noun,verb,common noun,principale coordinata,subordinata avverbiale coordinata,non_spec,0,0.0,subjunctive,indicative,principale coordinata finita,subordinata avverbiale coordinata finita
True,True,kočʻescʻes,anown,καλέσεις,ὄνομα,verb,common noun,verb,common noun,principale coordinata,subordinata avverbiale coordinata,non_spec,2,2.0,subjunctive,indicative,principale coordinata finita,subordinata avverbiale coordinata finita
True,True,darjowcʻanel,sirts,ἐπιστρέψαι,καρδίας,verb,common noun,verb,common noun,open predication in coordinazione,open predication in coordinazione,non_spec,2,1.0,infinitive,infinitive,open predication in coordinazione non finita,open predication in coordinazione non finita
True,True,patrastel,žołovowrd,ἑτοιμάσαι,λαὸν,verb,common noun,verb,common noun,open predication,open predication in coordinazione,non_spec,1,1.0,infinitive,infinitive,open predication non finita,open predication in coordinazione non finita
True,True,gitacʻicʻ,ayd,γνώσομαι,τοῦτο,verb,demonstrative pronoun,verb,demonstrative pronoun,principale,principale,old,1,0.0,subjunctive,indicative,principale finita,principale finita
False,,et,Patasxani,ἀποκριθεὶς,,verb,common noun,verb,,principale coordinata,open predication,new,0,,indicative,participle,principale coordinata finita,open predication non finita
True,True,awetaranel,ayd,εὐαγγελίσασθαί,ταῦτα,verb,demonstrative pronoun,verb,demonstrative pronoun,open predication in coordinazione,open predication in coordinazione,old,1,0.0,infinitive,infinitive,open predication in coordinazione non finita,open predication in coordinazione non finita
False,,ownēr,ákn,προσδοκῶν,,verb,common noun,verb,,principale coordinata,open predication,acc_inf,0,,indicative,participle,principale coordinata finita,open predication non finita
False,False,etes,tesil,ἑώρακεν,ὀπτασίαν,verb,common noun,verb,common noun,subordinata completiva,subordinata completiva,non_spec,0,0.0,indicative,indicative,subordinata completiva finita,subordinata completiva finita
True,True,tʻakʻowcʻanḗr,anjn,περιέκρυβεν,ἑαυτὴν,verb,common noun,verb,personal reflexive pronoun,principale coordinata,principale,old,1,0.0,indicative,indicative,principale coordinata finita,principale finita
False,,gorceacʻ,gorc,πεποίηκεν,,verb,common noun,verb,,principale,principale,acc_inf,1,,indicative,indicative,principale finita,principale finita
True,True,bar̄nal,naxatins,ἀφελεῖν,ὄνειδός,verb,common noun,verb,common noun,open predication,open predication,new,2,2.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,gter,šnorhs,εὗρες,χάριν,verb,common noun,verb,common noun,,principale,new,0,1.0,indicative,indicative,,principale finita
True,True,cncʻes,ordi,τέξῃ,υἱόν,verb,common noun,verb,common noun,principale coordinata,principale coordinata,non_spec,0,0.0,subjunctive,indicative,principale coordinata finita,principale coordinata finita
True,True,kočʻescʻes,anown,καλέσεις,ὄνομα,verb,common noun,verb,common noun,principale coordinata,principale coordinata,non_spec,2,2.0,subjunctive,indicative,principale coordinata finita,principale coordinata finita
True,,tacʻḗ,atʻor̄,,,verb,common noun,,,principale coordinata,,new,3,,subjunctive,,principale coordinata finita,
False,False,gitem,ayr,γινώσκω,ἄνδρα,verb,common noun,verb,common noun,,,non_spec,1,0.0,indicative,indicative,,
False,,et,Patasxani,ἀποκριθεὶς,,verb,common noun,verb,,principale coordinata,open predication,new,0,,indicative,participle,principale coordinata finita,open predication non finita
False,,licʻi,hovani,ἐπισκιάσει,,verb,common noun,verb,,principale coordinata,principale coordinata,acc_inf,0,,subjunctive,indicative,principale coordinata finita,principale coordinata finita
True,,et,ołǰóyn,,ἠσπάσατο,verb,common noun,,verb,principale coordinata,,new,0,2.0,indicative,,principale coordinata finita,
True,True,lowaw,ołǰoyn,ἤκουσεν,ἀσπασμὸν,verb,common noun,verb,common noun,,,old,3,2.0,indicative,indicative,,
True,True,mecacʻowscʻḗ,Tēr,μεγαλύνει,κύριον,verb,common noun,verb,common noun,principale,principale coordinata,acc_gen,1,1.0,subjunctive,indicative,principale finita,principale coordinata finita
True,True,Arár,zawrowtʻiwn,ἐποίησεν,κράτος,verb,common noun,verb,common noun,principale,principale,acc_gen,0,0.0,indicative,indicative,principale finita,principale finita
True,True,yišel,ołormowtʻiwns,μνησθῆναι,ἐλέους,verb,common noun,verb,common noun,open predication,open predication,acc_gen,1,1.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,cnaw,ordi,ἐγέννησεν,υἱόν,verb,common noun,verb,common noun,principale coordinata,principale coordinata,new,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,arar,ołormowtʻiwn,ἐμεγάλυνεν,ἔλεος,verb,common noun,verb,common noun,subordinata completiva,subordinata completiva,new,2,2.0,indicative,indicative,subordinata completiva finita,subordinata completiva finita
True,True,tʻlpʻatél,manowk,περιτεμεῖν,παιδίον,verb,common noun,verb,common noun,open predication,open predication,old,2,1.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,kočʻein,na,ἐκάλουν,αὐτὸ,verb,demonstrative pronoun,verb,personal pronoun,subordinata completiva,subordinata completiva,old,1,0.0,indicative,indicative,subordinata completiva finita,subordinata completiva finita
False,,et,Patasxani,ἀποκριθεῖσα,,verb,common noun,verb,,principale coordinata,open predication,new,0,,indicative,participle,principale coordinata finita,open predication non finita
False,,arkanein,Akn,ἐνένευον,,verb,common noun,verb,,principale,principale,acc_inf,0,,indicative,indicative,principale finita,principale finita
False,False,kamicʻi,zinčʻ,θέλοι,τί,verb,interrogative pronoun,verb,interrogative pronoun,subordinata completiva,relativa oggettiva,non_spec,0,0.0,subjunctive,optative,subordinata completiva finita,relativa oggettiva finita
True,True,kočʻel,na,καλεῖσθαι,αὐτό,verb,demonstrative pronoun,verb,personal pronoun,open predication,subordinata completiva,old,1,0.0,infinitive,infinitive,open predication non finita,subordinata completiva non finita
True,True,xndreacʻ,taxtak,αἰτήσας,πινακίδιον,verb,common noun,verb,common noun,principale coordinata,open predication,non_spec,0,0.0,indicative,participle,principale coordinata finita,open predication non finita
True,True,awhrnḗr,Astowác,εὐλογῶν,θεόν,verb,proper noun,verb,common noun,principale coordinata,open predication,old,1,1.0,indicative,participle,principale coordinata finita,open predication non finita
True,,lsein,ays,,,verb,demonstrative pronoun,,,relativa coordinata,,old,1,,indicative,,relativa coordinata finita,
True,True,arar,pʻrkowtʻiwn,ἐποίησεν,λύτρωσιν,verb,common noun,verb,common noun,principale coordinata,subordinata avverbiale coordinata,acc_gen,0,0.0,indicative,indicative,principale coordinata finita,subordinata avverbiale coordinata finita
True,True,yaróycʻ,ełǰewr,ἤγειρεν,κέρας,verb,common noun,verb,common noun,principale coordinata,subordinata avverbiale coordinata,acc_gen,1,1.0,indicative,indicative,principale coordinata finita,subordinata avverbiale coordinata finita
True,True,xawsecʻaw,pʻrkowtʻíwn,ἐλάλησεν,σωτηρίαν,verb,common noun,verb,common noun,subordinata avverbiale,subordinata avverbiale,new,1,1.0,indicative,indicative,subordinata avverbiale finita,subordinata avverbiale finita
True,True,ar̄nél,ołormowtʻiwn,ποιῆσαι,ἔλεος,verb,common noun,verb,common noun,open predication in coordinazione,open predication in coordinazione,new,0,0.0,infinitive,infinitive,open predication in coordinazione non finita,open predication in coordinazione non finita
True,True,yišel,owxt,μνησθῆναι,διαθήκης,verb,common noun,verb,common noun,open predication in coordinazione,open predication in coordinazione,new,5,3.0,infinitive,infinitive,open predication in coordinazione non finita,open predication in coordinazione non finita
False,False,erdowaw,or,ὤμοσεν,ὃν,verb,relative pronoun,verb,relative pronoun,relativa,relativa,,1,0.0,indicative,indicative,relativa finita,relativa finita
True,,paštél,na,,,verb,demonstrative pronoun,,,open predication,,old,1,,infinitive,,open predication non finita,
True,,patrastel,čanaparhs,,,verb,common noun,,,open predication,,new,2,,infinitive,,open predication non finita,
True,,tál,gitowtʻiwn,,,verb,common noun,,,open predication,,new,1,,infinitive,,open predication non finita,
False,,arascʻē,áycʻ,,,verb,common noun,,,relativa,,non_spec,0,,subjunctive,,relativa finita,
True,,owłłél,ots,,,verb,common noun,,,open predication,,new,2,,infinitive,,open predication non finita,
False,,ar̄nel,ašxaragir,,ἀπογράφεσθαι,verb,common noun,,verb,narg,,new,0,1.0,infinitive,,narg non finita,
True,True,cnáw,ordi,ἔτεκεν,υἱὸν,verb,common noun,verb,common noun,principale coordinata,subordinata completiva,new,4,3.0,indicative,indicative,principale coordinata finita,subordinata completiva finita
True,,ed,na,,αὐτὸν,verb,demonstrative pronoun,,personal pronoun,principale coordinata,,old,1,0.0,indicative,,principale coordinata finita,
True,True,parhein,parhpanowtʻiwns,φυλάσσοντες,φυλακὰς,verb,common noun,verb,common noun,rel,open predication in coordinazione,info_unannotatable,3,0.0,indicative,participle,rel finita,open predication in coordinazione non finita
True,True,erkeán,erkiwł,ἐφοβήθησαν,φόβον,verb,common noun,verb,common noun,principale coordinata,principale coordinata,new,1,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,awetaraném,owraxowtʻiwn,εὐαγγελίζομαι,χαρὰν,verb,common noun,verb,common noun,principale,principale,new,2,3.0,indicative,indicative,principale finita,principale finita
True,True,gtanicʻēkʻ,manowk,εὑρήσετε,βρέφος,verb,common noun,verb,common noun,principale,principale,new,0,1.0,subjunctive,indicative,principale finita,principale finita
True,True,awhrnein,Astowác,αἰνούντων,θεὸν,verb,proper noun,verb,common noun,relativa coordinata,open predication in coordinazione,old,1,1.0,indicative,participle,relativa coordinata finita,open predication in coordinazione non finita
False,False,ecʻoycʻ,or,ἐγνώρισεν,ὃ,verb,relative pronoun,verb,relative pronoun,relativa,relativa,,1,0.0,indicative,indicative,relativa finita,relativa finita
False,,xawsecʻan,or,λαληθέντων,,verb,relative pronoun,verb,,relativa,gerundi obl,,1,,indicative,participle,relativa finita,gerundi obl non finita
False,True,parhēr,bans,συνετήρει,ῥήματα,verb,common noun,verb,common noun,principale coordinata,principale,quant,3,3.0,indicative,indicative,principale coordinata finita,principale finita
True,True,awhrnein,Astowác,αἰνοῦντες,θεὸν,verb,proper noun,verb,common noun,principale coordinata,open predication in coordinazione,old,1,1.0,indicative,participle,principale coordinata finita,open predication in coordinazione non finita
False,False,lowan,or,ἤκουσαν,οἷς,verb,relative pronoun,verb,relative pronoun,relativa coordinata,relativa coordinata,,1,0.0,indicative,indicative,relativa coordinata finita,relativa coordinata finita
True,True,tʻlpʻatel,na,περιτεμεῖν,αὐτόν,verb,demonstrative pronoun,verb,personal pronoun,narg,narg,old,1,0.0,infinitive,infinitive,narg non finita,narg non finita
True,True,yłacʻeal,na,συλλημφθῆναι,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,,gerundi obl,old,1,0.0,participle,infinitive,,gerundi obl non finita
True,True,acín,na,ἀνήγαγον,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,principale,principale,old,1,0.0,indicative,indicative,principale finita,principale finita
True,True,banay,argand,διανοῖγον,μήτραν,verb,common noun,verb,common noun,relativa,relativa,non_spec,1,0.0,indicative,participle,relativa finita,relativa non finita
True,True,tál,patarags,δοῦναι,θυσίαν,verb,common noun,verb,common noun,open predication in coordinazione,open predication in coordinazione,non_spec,1,0.0,infinitive,infinitive,open predication in coordinazione non finita,open predication in coordinazione non finita
False,,ownēr,ákn,προσδεχόμενος,,verb,common noun,verb,,principale coordinata,open predication,acc_inf,0,,indicative,participle,principale coordinata finita,open predication non finita
True,True,tesanel,mah,ἰδεῖν,θάνατον,verb,common noun,verb,common noun,narg,subordinata completiva,acc_inf,1,0.0,infinitive,infinitive,narg non finita,subordinata completiva non finita
True,,acin,manowk,,,verb,common noun,,,,,old,3,,indicative,,,
True,True,ənkalaw,na,ἐδέξατο,αὐτὸ,verb,demonstrative pronoun,verb,personal pronoun,principale,principale coordinata,old,1,0.0,indicative,indicative,principale finita,principale coordinata finita
True,True,awhrneacʻ,Astowác,εὐλόγησεν,θεὸν,verb,proper noun,verb,common noun,principale coordinata,principale coordinata,old,1,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,arjakés,car̄ay,ἀπολύεις,δοῦλόν,verb,common noun,verb,common noun,principale,principale,old,2,2.0,indicative,indicative,principale finita,principale finita
True,True,tesin,pʻrkowtʻiwn,εἶδον,σωτήριόν,verb,common noun,verb,common noun,principale,,new,4,4.0,indicative,indicative,principale finita,
False,False,patrastecʻer,or,ἡτοίμασας,ὃ,verb,relative pronoun,verb,relative pronoun,relativa,relativa,info_unannotatable,1,0.0,indicative,indicative,relativa finita,relativa finita
True,True,awhrneacʻ,nosa,εὐλόγησεν,αὐτοὺς,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,1,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
False,,ownein,akn,προσδεχομένοις,,verb,common noun,verb,,relativa,obl,non_spec_inf,0,,indicative,participle,relativa finita,obl non finita
True,True,katarel,awowrs,τελειωσάντων,ἡμέρας,verb,common noun,verb,common noun,gerundi obl,subordinata avverbiale,acc_inf,2,1.0,infinitive,participle,gerundi obl non finita,subordinata avverbiale non finita
True,,ekin,čanaparh,εὑρόντες,,verb,common noun,verb,,principale coordinata,open predication,new,1,,indicative,participle,principale coordinata finita,open predication non finita
True,,xndrein,na,,αὐτόν,verb,demonstrative pronoun,,personal pronoun,principale coordinata,,old,1,0.0,indicative,,principale coordinata finita,
True,,xndrél,na,,,verb,demonstrative pronoun,,,open predication,,old,1,,infinitive,,open predication non finita,
True,True,gtín,na,εὗρον,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,subordinata completiva,subordinata completiva,old,1,0.0,indicative,indicative,subordinata completiva finita,subordinata completiva finita
True,True,harcʻanēr,nosa,ἐπερωτῶντα,αὐτούς,verb,demonstrative pronoun,verb,personal pronoun,subordinata completiva coordinata,open predication in coordinazione,old,1,0.0,indicative,participle,subordinata completiva coordinata finita,open predication in coordinazione non finita
True,True,tesin,na,ἰδόντες,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,,open predication,old,1,0.0,indicative,participle,,open predication non finita
False,,gorcecʻer,gorc,ἐποίησας,,verb,common noun,verb,,principale,principale,non_spec,1,,indicative,indicative,principale finita,principale finita
True,True,xndreakʻ,kʻez,ἐζητοῦμέν,σε,verb,personal pronoun,verb,personal pronoun,principale,principale,old,1,0.0,indicative,indicative,principale finita,principale finita
True,True,xndreikʻ,is,ἐζητεῖτέ,με,verb,personal pronoun,verb,personal pronoun,principale,subordinata completiva,old,1,0.0,indicative,indicative,principale finita,subordinata completiva finita
True,True,imacʻan,ban,συνῆκαν,ῥῆμα,verb,common noun,verb,common noun,principale,principale,old,3,2.0,indicative,indicative,principale finita,principale finita
False,False,xawsecʻaw,or,ἐλάλησεν,ὃ,verb,relative pronoun,verb,relative pronoun,relativa,relativa,,1,0.0,indicative,indicative,relativa finita,relativa finita
True,True,parhḗr,bans,διετήρει,ῥήματα,verb,common noun,verb,common noun,principale,principale,quant,3,2.0,indicative,indicative,principale finita,principale finita
True,True,kʻarozel,mkrtowtʻiwn,κηρύσσων,βάπτισμα,verb,common noun,verb,common noun,open predication,open predication,kind,2,2.0,infinitive,participle,open predication non finita,open predication non finita
True,True,ararēkʻ,čanaparh,ἑτοιμάσατε,ὁδὸν,verb,common noun,verb,common noun,principale,principale,new,2,2.0,imperative,imperative,principale finita,principale finita
True,True,ararēkʻ,šawiłs,ποιεῖτε,τρίβους,verb,common noun,verb,common noun,principale,principale,new,2,2.0,imperative,imperative,principale finita,principale finita
True,True,tescʻē,pʻrkowtʻiwn,ὄψεται,σωτήριον,verb,common noun,verb,common noun,principale,principale,new,2,2.0,subjunctive,indicative,principale finita,principale finita
True,True,ararēkʻ,ptowłs,ποιήσατε,καρποὺς,verb,common noun,verb,common noun,principale,principale,non_spec,1,1.0,imperative,imperative,principale finita,principale finita
True,True,ownimkʻ,Abraham,ἔχομεν,Ἀβραάμ,verb,proper noun,verb,proper noun,principale,principale,acc_gen,1,1.0,indicative,indicative,principale finita,principale finita
False,,asém,ays,λέγω,,verb,demonstrative pronoun,verb,,principale,principale,new,1,,indicative,indicative,principale finita,principale finita
True,True,yarowcʻanel,ordis,ἐγεῖραι,τέκνα,verb,common noun,verb,common noun,obl,open predication,non_spec,0,0.0,infinitive,infinitive,obl non finita,open predication non finita
True,True,ar̄nē,ptowł,ποιοῦν,καρπὸν,verb,common noun,verb,common noun,relativa,relativa,non_spec_inf,2,1.0,indicative,participle,relativa finita,relativa non finita
True,True,Harcʻanein,na,ἐπηρώτων,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale,old,1,0.0,indicative,indicative,principale coordinata finita,principale finita
False,False,gorcescʻowkʻ,zinčʻ,ποιήσωμεν,τί,verb,interrogative pronoun,verb,interrogative pronoun,principale,principale,non_spec,0,0.0,subjunctive,subjunctive,principale finita,principale finita
False,,et,Patasxani,,ἀποκριθεὶς,verb,common noun,,verb,principale coordinata,,new,0,0.0,indicative,,principale coordinata finita,
False,False,gorcescʻowkʻ,zinčʻ,ποιήσωμεν,τί,verb,interrogative pronoun,verb,interrogative pronoun,principale,principale,non_spec,0,0.0,subjunctive,subjunctive,principale finita,principale finita
False,False,ar̄nicʻēkʻ,inčʻ,πράσσετε,μηδὲν,verb,common noun,verb,indefinite pronoun,principale,principale,info_unannotatable,1,0.0,subjunctive,imperative,principale finita,principale finita
True,True,Harcʻanein,na,ἐπηρώτων,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale,old,1,0.0,indicative,indicative,principale coordinata finita,principale finita
False,False,gorcescʻowkʻ,zinčʻ,ποιήσωμεν,τί,verb,interrogative pronoun,verb,interrogative pronoun,principale,principale,non_spec,0,0.0,subjunctive,subjunctive,principale finita,principale finita
False,False,xowicʻēkʻ,okʻ,συκοφαντήσητε,μηδένα,verb,indefinite pronoun,verb,indefinite pronoun,principale coordinata,principale coordinata,non_spec,1,0.0,subjunctive,subjunctive,principale coordinata finita,principale coordinata finita
False,False,zrparticʻēkʻ,okʻ,ἀρκεῖσθε,μηδένα,verb,indefinite pronoun,verb,indefinite pronoun,principale coordinata,principale coordinata,non_spec,1,0.0,subjunctive,imperative,principale coordinata finita,principale coordinata finita
False,,ownēr,akn,Προσδοκῶντος,,verb,common noun,verb,,subordinata avverbiale coordinata,subordinata avverbiale,new,0,,indicative,participle,subordinata avverbiale coordinata finita,subordinata avverbiale non finita
False,False,et,Patasxani,λέγων,ἀπεκρίνατο,verb,common noun,verb,verb,principale coordinata,open predication,new,0,4.0,indicative,participle,principale coordinata finita,open predication non finita
True,True,mkrtem,jez,βαπτίζω,ὑμᾶς,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale,old,1,0.0,indicative,indicative,principale coordinata finita,principale finita
True,,bar̄nal,kawšiks,,ἱμάντα,verb,common noun,,common noun,obl,,acc_inf,2,2.0,infinitive,,obl non finita,
True,False,mkrtescʻē,jez,βαπτίσει,ὑμᾶς,verb,personal pronoun,verb,personal pronoun,principale,principale,old,1,0.0,subjunctive,indicative,principale finita,principale finita
True,True,srbél,kal,διακαθᾶραι,ἅλωνα,verb,common noun,verb,common noun,open predication in coordinazione,open predication in coordinazione,new,2,2.0,infinitive,infinitive,open predication in coordinazione non finita,open predication in coordinazione non finita
True,True,žołovel,cʻorean,συναγαγεῖν,σῖτον,verb,common noun,verb,common noun,open predication in coordinazione,open predication in coordinazione,acc_inf,2,1.0,infinitive,infinitive,open predication in coordinazione non finita,open predication in coordinazione non finita
False,False,ayrescʻē,yard,κατακαύσει,ἄχυρον,verb,common noun,verb,common noun,principale coordinata,principale,acc_inf,2,1.0,subjunctive,indicative,principale coordinata finita,principale finita
False,,gorceacʻ,or,,,verb,relative pronoun,,,relativa,,,1,,indicative,,relativa finita,
True,,yawel,ayn,,,verb,demonstrative pronoun,,,principale coordinata,,new,2,,indicative,,principale coordinata finita,
True,,ed,Yovhannēs,,,verb,proper noun,,,principale coordinata,,old,1,,indicative,,principale coordinata finita,
False,,et,Patasxani,ἀπεκρίθη,,verb,common noun,verb,,principale coordinata,principale,new,0,,indicative,indicative,principale coordinata finita,principale finita
True,True,haneal,na,ἀναγαγὼν,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,open predication,open predication,old,1,0.0,participle,participle,open predication non finita,open predication non finita
True,True,ecʻóycʻ,tʻagaworowtʻiwns,ἔδειξεν,βασιλείας,verb,common noun,verb,common noun,principale,principale,quant,3,3.0,indicative,indicative,principale finita,principale finita
True,,tam,sa,δίδωμι,,verb,demonstrative pronoun,verb,,subordinata avverbiale coordinata,subordinata avverbiale coordinata,old,1,,indicative,indicative,subordinata avverbiale coordinata finita,subordinata avverbiale coordinata finita
False,,et,Patasxani,,ἀποκριθεὶς,verb,common noun,,verb,principale coordinata,,new,0,0.0,indicative,,principale coordinata finita,
False,False,paštescʻes,na,λατρεύσεις,αὐτῷ,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,2,1.0,subjunctive,indicative,principale coordinata finita,principale coordinata finita
True,True,ac,na,ἤγαγεν,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,1,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,árk,kʻez,βάλε,σεαυτὸν,verb,personal pronoun,verb,personal reflexive pronoun,principale,principale,old,1,0.0,imperative,imperative,principale finita,principale finita
True,True,pahel,kʻez,διαφυλάξαι,σε,verb,personal pronoun,verb,personal pronoun,open predication,obl,old,1,0.0,infinitive,infinitive,open predication non finita,obl non finita
True,True,harcʻes,otn,προσκόψῃς,πόδα,verb,common noun,verb,common noun,principale,,new,2,2.0,subjunctive,subjunctive,principale finita,
False,,et,Patasxani,ἀποκριθεὶς,,verb,common noun,verb,,principale coordinata,open predication,new,0,,indicative,participle,principale coordinata finita,open predication non finita
True,True,pʻorjescʻes,Tēr,ἐκπειράσεις,κύριον,verb,common noun,verb,common noun,principale,principale,old,2,1.0,subjunctive,indicative,principale finita,principale finita
True,True,katareal,pʻorjowtʻiwn,συντελέσας,πειρασμὸν,verb,common noun,verb,common noun,subordinata avverbiale,open predication,quant,3,1.0,participle,participle,subordinata avverbiale non finita,open predication non finita
True,True,etown,girs,ἐπεδόθη,βιβλίον,verb,common noun,verb,common noun,principale coordinata,principale coordinata,new,1,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,,ebacʻ,girs,,βιβλίον,verb,common noun,,common noun,,,old,2,1.0,indicative,,,
True,True,egit,tełi,εὗρεν,τόπον,verb,common noun,verb,common noun,principale coordinata,principale coordinata,new,3,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,awc,is,ἔχρισέν,με,verb,personal pronoun,verb,personal pronoun,relativa,subordinata avverbiale,old,1,0.0,indicative,indicative,relativa finita,subordinata avverbiale finita
True,,ar̄akʻeacʻ,is,,,verb,personal pronoun,,,principale,,old,1,,indicative,,principale finita,
True,True,kʻarozel,tʻołowtʻiwn,κηρύξαι,ἄφεσιν,verb,common noun,verb,common noun,open predication in coordinazione,open predication in coordinazione,non_spec,1,0.0,infinitive,infinitive,open predication in coordinazione non finita,open predication in coordinazione non finita
True,True,kʻarozel,tarekan,κηρύξαι,ἐνιαυτὸν,verb,common noun,verb,common noun,open predication in coordinazione,open predication,acc_gen,3,2.0,infinitive,infinitive,open predication in coordinazione non finita,open predication non finita
True,True,xpʻeal,girs,πτύξας,βιβλίον,verb,common noun,verb,common noun,open predication,open predication,old,2,1.0,participle,participle,open predication non finita,open predication non finita
True,True,asicʻēkʻ,ar̄ak,ἐρεῖτέ,παραβολὴν,verb,common noun,verb,common noun,principale,principale,acc_sit,3,2.0,subjunctive,indicative,principale finita,principale finita
True,,bžškea,anjn,θεράπευσον,,verb,common noun,verb,,principale,principale,new,2,,imperative,imperative,principale finita,principale finita
False,,ararer,or,,ὅσα,verb,relative pronoun,,relative pronoun,relativa,,,1,0.0,indicative,,relativa finita,
True,,lsein,ays,,,verb,demonstrative pronoun,,,,,old,1,,indicative,,,
True,,hanin,na,,,verb,demonstrative pronoun,,,principale coordinata,,old,1,,indicative,,principale coordinata finita,
True,,acin,na,,,verb,demonstrative pronoun,,,principale coordinata,,old,1,,indicative,,principale coordinata finita,
True,,ar̄nel,na,,,verb,demonstrative pronoun,,,open predication,,old,1,,infinitive,,open predication non finita,
True,True,owsowcʻanḗr,nosa,διδάσκων,αὐτοὺς,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,open predication,acc_inf,1,0.0,indicative,participle,principale coordinata finita,open predication non finita
False,,ownēr,or,ἔχων,,verb,relative pronoun,verb,,relativa,relativa,,1,,indicative,participle,relativa finita,relativa non finita
True,True,korowsanel,mez,ἀπολέσαι,ἡμᾶς,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,1,0.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,gitém,kʻez,οἶδά,σε,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,Zgetneacʻ,na,ῥίψαν,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,open predication,old,1,0.0,indicative,participle,principale coordinata finita,open predication non finita
False,False,vnaseacʻ,inčʻ,βλάψαν,μηδὲν,verb,indefinite pronoun,verb,indefinite pronoun,principale coordinata,open predication,non_spec,1,0.0,indicative,participle,principale coordinata finita,open predication non finita
True,True,ałačʻecʻin,na,ἠρώτησαν,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,1,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,etʻół,na,ἀφῆκεν,αὐτήν,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,1,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,paštḗr,nosa,διηκόνει,αὐτοῖς,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale,acc_inf,1,0.0,indicative,indicative,principale coordinata finita,principale finita
True,True,bereín,nosa,ἤγαγον,αὐτοὺς,verb,demonstrative pronoun,verb,personal pronoun,principale,principale,non_spec_old,1,0.0,indicative,indicative,principale finita,principale finita
True,False,dnēr,jer̄s,ἐπιτιθεὶς,χεῖρας,verb,common noun,verb,common noun,principale coordinata,open predication,acc_inf,0,1.0,indicative,participle,principale coordinata finita,open predication non finita
True,True,bžškḗr,nosa,ἐθεράπευεν,αὐτούς,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale,non_spec_old,1,0.0,indicative,indicative,principale coordinata finita,principale finita
True,True,gitein,na,ᾔδεισαν,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,,,old,1,0.0,indicative,indicative,,
True,True,xndreín,na,ἐπεζήτουν,αὐτόν,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,1,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,argelowin,na,κατεῖχον,αὐτὸν,verb,demonstrative pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,1,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
